year,code,clgname,branch,community,branchname,cutoff
2018,1211,"RAJALAKSHMI ENGINEERING COLLEGE (AUTONOMOUS),RAJALAKSHMI NAGAR, CHENNAI-BANGALORE HIGHWAY,,KANCHEEPURAM DIST, PIN - 602105.",EC,ST,ELECTRONICS AND COMMUNICATION ENGG.,120.75
2018,1211,"RAJALAKSHMI ENGINEERING COLLEGE (AUTONOMOUS),RAJALAKSHMI NAGAR, CHENNAI-BANGALORE HIGHWAY,,KANCHEEPURAM DIST, PIN - 602105.",EE,ST,ELECTRICAL AND ELECTRONICS ENGG.,0
2018,1211,"RAJALAKSHMI ENGINEERING COLLEGE (AUTONOMOUS),RAJALAKSHMI NAGAR, CHENNAI-BANGALORE HIGHWAY,,KANCHEEPURAM DIST, PIN - 602105.",FD,ST,FOOD TECHNOLOGY,0
2018,1211,"RAJALAKSHMI ENGINEERING COLLEGE (AUTONOMOUS),RAJALAKSHMI NAGAR, CHENNAI-BANGALORE HIGHWAY,,KANCHEEPURAM DIST, PIN - 602105.",IT,ST,INFORMATION TECHNOLOGY,0
2018,1211,"RAJALAKSHMI ENGINEERING COLLEGE (AUTONOMOUS),RAJALAKSHMI NAGAR, CHENNAI-BANGALORE HIGHWAY,,KANCHEEPURAM DIST, PIN - 602105.",MC,ST,MECHATRONICS,0
2018,1211,"RAJALAKSHMI ENGINEERING COLLEGE (AUTONOMOUS),RAJALAKSHMI NAGAR, CHENNAI-BANGALORE HIGHWAY,,KANCHEEPURAM DIST, PIN - 602105.",ME,ST,MECHANICAL ENGINEERING,116.5
2018,1211,"RAJALAKSHMI ENGINEERING COLLEGE (AUTONOMOUS),RAJALAKSHMI NAGAR, CHENNAI-BANGALORE HIGHWAY,,KANCHEEPURAM DIST, PIN - 602105.",AE,ST,AERONAUTICAL ENGINEERING,49.47115385
2018,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",BM,ST,BIO MEDICAL ENGINEERING,0
2018,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",CE,ST,CIVIL ENGINEERING,0
2018,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",CH,ST,CHEMICAL ENGINEERING,0
2018,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",CS,ST,COMPUTER SCIENCE AND ENGG.,0
2018,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",EE,ST,ELECTRICAL AND ELECTRONICS ENGG.,0
2018,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",IT,ST,INFORMATION TECHNOLOGY,0
2018,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",MD,ST,MEDICAL ELECTRONICS,0
2018,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",ME,ST,MECHANICAL ENGINEERING,0
2018,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",EC,ST,ELECTRONICS AND COMMUNICATION ENGG.,0
2018,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",AG,ST,AGRICULTURE ENGINEERING,0
2018,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",EI,ST,ELECTRONICS AND INSTRU ENGG.,0
2018,1210,"PANIMALAR INSTITUTE OF TECHNOLOGY,391,BANGALORE TRUNK ROAD,,THIRUVALLUR DIST, PIN - 600123.",CS,ST,COMPUTER SCIENCE AND ENGG.,0
2018,1210,"PANIMALAR INSTITUTE OF TECHNOLOGY,391,BANGALORE TRUNK ROAD,,THIRUVALLUR DIST, PIN - 600123.",EE,ST,ELECTRICAL AND ELECTRONICS ENGG.,0
2018,1210,"PANIMALAR INSTITUTE OF TECHNOLOGY,391,BANGALORE TRUNK ROAD,,THIRUVALLUR DIST, PIN - 600123.",IT,ST,INFORMATION TECHNOLOGY,0
2018,1210,"PANIMALAR INSTITUTE OF TECHNOLOGY,391,BANGALORE TRUNK ROAD,,THIRUVALLUR DIST, PIN - 600123.",ME,ST,MECHANICAL ENGINEERING,0
2018,1210,"PANIMALAR INSTITUTE OF TECHNOLOGY,391,BANGALORE TRUNK ROAD,,THIRUVALLUR DIST, PIN - 600123.",EC,ST,ELECTRONICS AND COMMUNICATION ENGG.,0
2018,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",BT,ST,BIO-TECHNOLOGY,0
2018,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",CE,ST,CIVIL ENGINEERING,0
2018,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",CH,ST,CHEMICAL ENGINEERING,0
2018,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",CS,ST,COMPUTER SCIENCE AND ENGG.,0
2018,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",EC,ST,ELECTRONICS AND COMMUNICATION ENGG.,101.75
2018,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",EE,ST,ELECTRICAL AND ELECTRONICS ENGG.,0
2018,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",EI,ST,ELECTRONICS AND INSTRU ENGG.,0
2018,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",IC,ST,INSTRUMENTATION AND CONTROL,0
2018,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",IT,ST,INFORMATION TECHNOLOGY,0
2018,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",ME,ST,MECHANICAL ENGINEERING,0
2018,1419,"SRI SAI RAM INSTITUTE OF TECHNOLOGY,SAI LEO NAGAR, WEST TAMBARAM,KANCHEEPURAM DIST, PIN - 600044.",CS,ST,COMPUTER SCIENCE AND ENGG.,0
2018,1419,"SRI SAI RAM INSTITUTE OF TECHNOLOGY,SAI LEO NAGAR, WEST TAMBARAM,KANCHEEPURAM DIST, PIN - 600044.",EC,ST,ELECTRONICS AND COMMUNICATION ENGG.,0
2018,1419,"SRI SAI RAM INSTITUTE OF TECHNOLOGY,SAI LEO NAGAR, WEST TAMBARAM,KANCHEEPURAM DIST, PIN - 600044.",EE,ST,ELECTRICAL AND ELECTRONICS ENGG.,0
2018,1419,"SRI SAI RAM INSTITUTE OF TECHNOLOGY,SAI LEO NAGAR, WEST TAMBARAM,KANCHEEPURAM DIST, PIN - 600044.",IT,ST,INFORMATION TECHNOLOGY,0
2018,1419,"SRI SAI RAM INSTITUTE OF TECHNOLOGY,SAI LEO NAGAR, WEST TAMBARAM,KANCHEEPURAM DIST, PIN - 600044.",ME,ST,MECHANICAL ENGINEERING,0
2018,1419,"SRI SAI RAM INSTITUTE OF TECHNOLOGY,SAI LEO NAGAR, WEST TAMBARAM,KANCHEEPURAM DIST, PIN - 600044.",CE,ST,CIVIL ENGINEERING,0
2018,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",CE,ST,CIVIL ENGINEERING,153.5
2018,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",EC,ST,ELECTRONICS AND COMMUNICATION ENGG.,0
2018,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",CS,ST,COMPUTER SCIENCE AND ENGG.,0
2018,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",EI,ST,ELECTRONICS AND INSTRU ENGG.,163.75
2018,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",IB,ST,INDUSTRIAL BIO-TECHNOLOGY,165.75
2018,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",IT,ST,INFORMATION TECHNOLOGY,0
2018,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",EE,ST,ELECTRICAL AND ELECTRONICS ENGG.,179.75
2018,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",ME,ST,MECHANICAL ENGINEERING,180.25
2018,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",PR,ST,PRODUCTION ENGINEERING,134
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",AS,ST,AUTOMOBILE ENGINEERING (SS),115.5
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",BS,ST,BIO TECHNOLOGY (SS),166.25
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",CE,ST,CIVIL ENGINEERING,0
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",BY,ST,BIO MEDICAL ENGG(SS),0
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",CM,ST,COMPUTER SCIENCE AND ENGG.(SS),176
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",CN,ST,CIVIL ENGG (SS),0
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",EC,ST,ELECTRONICS AND COMMUNICATION ENGG.,170.25
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",EE,ST,ELECTRICAL AND ELECTRONICS ENGG.,176.75
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",EM,ST,ELECTRONICS AND COMMUNICATION ENGG. (SS),160.25
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",ES,ST,ELECTRICAL AND ELECTRONICS(SANDWICH)(SS),0
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",FY,ST,FASHION TECHNOLOGY(SS),0
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",IM,ST,INFORMATION TECHNOLOGY(SS),152
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",IY,ST,INSTRUMENTATION AND CONTROL(SS),0
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",ME,ST,MECHANICAL ENGINEERING,0
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",MF,ST,MECHANICAL ENGINEERING(SS),172.5
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",MS,ST,MECHANICAL ENGG (SANDWICH)(SS),151.25
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",MT,ST,METALLURGICAL ENGINEERING,0
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",MY,ST,METALLURGICAL ENGINEERING (SS),0
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",PN,ST,PRODUCTION ENGINEERING (SS),0
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",PR,ST,PRODUCTION ENGINEERING,0
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",PS,ST,PRODUCTION ENGG.(SANDWICH)(SS),0
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",RA,ST,ROBOTICS AND AUTOMATION(SS),0
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",TT,ST,TEXTILE TECHNOLOGY (SS),0
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",TX,ST,TEXTILE TECHNOLOGY,0
2018,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",CE,ST,CIVIL ENGINEERING,0
2018,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",CH,ST,CHEMICAL ENGINEERING,163
2018,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",CL,ST,CHEMICAL ENGINEERING(SS),0
2018,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",CM,ST,COMPUTER SCIENCE AND ENGG.(SS),127
2018,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",CN,ST,CIVIL ENGG (SS),0
2018,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",CS,ST,COMPUTER SCIENCE AND ENGG.,168.25
2018,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",EC,ST,ELECTRONICS AND COMMUNICATION ENGG.,182
2018,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",EE,ST,ELECTRICAL AND ELECTRONICS ENGG.,0
2018,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",EM,ST,ELECTRONICS AND COMMUNICATION ENGG. (SS),0
2018,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",IM,ST,INFORMATION TECHNOLOGY(SS),0
2018,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",EY,ST,ELEC AND ELECTRONICS ENGG (SS),159.25
2018,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",ME,ST,MECHANICAL ENGINEERING,160.75
2018,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",MF,ST,MECHANICAL ENGINEERING(SS),0
2018,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",BT,ST,BIO-TECHNOLOGY,0
2018,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",AE,ST,AERONAUTICAL ENGINEERING,0
2018,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",AU,ST,AUTOMOBILE ENGINEERING,0
2018,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",CE,ST,CIVIL ENGINEERING,0
2018,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",EC,ST,ELECTRONICS AND COMMUNICATION ENGG.,154
2018,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",CS,ST,COMPUTER SCIENCE AND ENGG.,150.25
2018,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",EE,ST,ELECTRICAL AND ELECTRONICS ENGG.,0
2018,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",EI,ST,ELECTRONICS AND INSTRU ENGG.,0
2018,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",IG,ST,INFORMATION SCIENCE AND ENGINEERING,0
2018,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",FT,ST,FASHION TECHNOLOGY,0
2018,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",IT,ST,INFORMATION TECHNOLOGY,0
2018,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",MC,ST,MECHATRONICS,0
2018,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",ME,ST,MECHANICAL ENGINEERING,143.5
2018,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",TX,ST,TEXTILE TECHNOLOGY,0
2018,1315,"SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING (AUTONOMOUS),RAJIV GANDHI SALAI (OMR),KANCHEEPURAM DIST, PIN - 603110.",BM,ST,BIO MEDICAL ENGINEERING,0
2018,1315,"SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING (AUTONOMOUS),RAJIV GANDHI SALAI (OMR),KANCHEEPURAM DIST, PIN - 603110.",CE,ST,CIVIL ENGINEERING,0
2018,1315,"SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING (AUTONOMOUS),RAJIV GANDHI SALAI (OMR),KANCHEEPURAM DIST, PIN - 603110.",CH,ST,CHEMICAL ENGINEERING,0
2018,1315,"SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING (AUTONOMOUS),RAJIV GANDHI SALAI (OMR),KANCHEEPURAM DIST, PIN - 603110.",CS,ST,COMPUTER SCIENCE AND ENGG.,151
2018,1315,"SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING (AUTONOMOUS),RAJIV GANDHI SALAI (OMR),KANCHEEPURAM DIST, PIN - 603110.",EC,ST,ELECTRONICS AND COMMUNICATION ENGG.,153.75
2018,1315,"SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING (AUTONOMOUS),RAJIV GANDHI SALAI (OMR),KANCHEEPURAM DIST, PIN - 603110.",IT,ST,INFORMATION TECHNOLOGY,135.75
2018,1315,"SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING (AUTONOMOUS),RAJIV GANDHI SALAI (OMR),KANCHEEPURAM DIST, PIN - 603110.",EE,ST,ELECTRICAL AND ELECTRONICS ENGG.,0
2018,1315,"SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING (AUTONOMOUS),RAJIV GANDHI SALAI (OMR),KANCHEEPURAM DIST, PIN - 603110.",ME,ST,MECHANICAL ENGINEERING,176.75
2018,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",AE,ST,AERONAUTICAL ENGINEERING,0
2018,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",AG,ST,AGRICULTURE ENGINEERING,163.25
2018,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",AU,ST,AUTOMOBILE ENGINEERING,0
2018,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",BT,ST,BIO-TECHNOLOGY,0
2018,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",CE,ST,CIVIL ENGINEERING,0
2018,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",CS,ST,COMPUTER SCIENCE AND ENGG.,0
2018,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",EC,ST,ELECTRONICS AND COMMUNICATION ENGG.,0
2018,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",EE,ST,ELECTRICAL AND ELECTRONICS ENGG.,0
2018,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",EI,ST,ELECTRONICS AND INSTRU ENGG.,0
2018,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",FD,ST,FOOD TECHNOLOGY,0
2018,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",FT,ST,FASHION TECHNOLOGY,0
2018,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",IT,ST,INFORMATION TECHNOLOGY,0
2018,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",MC,ST,MECHATRONICS,0
2018,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",ME,ST,MECHANICAL ENGINEERING,0
2018,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",TX,ST,TEXTILE TECHNOLOGY,0
2018,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",AU,ST,AUTOMOBILE ENGINEERING,0
2018,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",CE,ST,CIVIL ENGINEERING,0
2018,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",CH,ST,CHEMICAL ENGINEERING,0
2018,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",EC,ST,ELECTRONICS AND COMMUNICATION ENGG.,109.5
2018,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",CS,ST,COMPUTER SCIENCE AND ENGG.,118.25
2018,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",EI,ST,ELECTRONICS AND INSTRU ENGG.,0
2018,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",EE,ST,ELECTRICAL AND ELECTRONICS ENGG.,0
2018,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",FD,ST,FOOD TECHNOLOGY,0
